date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:45:16	0/-1	---M--	302	error ('')			https://form.jotform.com/server.php	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/server.22.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:16	0/-1	---M--	302	error ('')			https://form.jotform.com/server.php	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/server.23.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:16	7597/7597	---M--	200	added ('OK')	image/png	etag:%2265183844-1dad%22	https://cdn.jotfor.ms/assets/img/uncategorized/hipaa-badge-compliance.png	C:/My%20Web%20Sites/teacher%20reg/cdn.jotfor.ms/assets/img/uncategorized/hipaa-badge-compliance.png	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:17	53/53	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:18%20GMT	https://form.jotform.com/Trident/	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/Trident/index.html	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:17	50/50	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:18%20GMT	https://form.jotform.com/edit/	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/edit/index.html	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:17	2474/2474	---M--	200	added ('OK')	image/png	etag:%2265183844-9aa%22	https://cdn.jotfor.ms/assets/img/uncategorized/encrypted-form-badge.png	C:/My%20Web%20Sites/teacher%20reg/cdn.jotfor.ms/assets/img/uncategorized/encrypted-form-badge.png	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:18	45/45	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:18%20GMT	https://form.jotform.com/	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/index.html	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:18	17812/17812	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2025%20Oct%202023%2021:45:19%20GMT	https://www.jotform.com/jfFormFooter/assets/js/main.min.js?v_	C:/My%20Web%20Sites/teacher%20reg/www.jotform.com/jfFormFooter/assets/js/main.min0c2f.js	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:18	63/63	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:19%20GMT	https://form.jotform.com/js/vendor/json2.js	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/js/vendor/json2.27.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:19	17530/17530	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644a9d8a-447a%22	https://cdn.jotfor.ms/js/vendor/json2.js	C:/My%20Web%20Sites/teacher%20reg/cdn.jotfor.ms/js/vendor/json2.js	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:19	55/55	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:20%20GMT	https://form.jotform.com/frm.action	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/frm.29.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:20	53/53	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:21%20GMT	https://form.jotform.com/this.url	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/this.2a.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:21	49/49	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:22%20GMT	https://form.jotform.com/POST	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/POST.2b.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:22	48/48	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:23%20GMT	https://form.jotform.com/API	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/API.2c.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:22	55/55	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:23%20GMT	https://form.jotform.com/index.html	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/index.2d.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:24	60/60	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:25%20GMT	https://form.jotform.com/datepicker.html	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/datepicker.2e.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:25	52/52	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:26%20GMT	https://form.jotform.com/safari/	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/safari/index.html	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:25	58/58	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:26%20GMT	https://form.jotform.com/checkUrlValue	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/checkUrlValue.2f.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:26	70/70	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:27%20GMT	https://form.jotform.com/mobile.responsive.min.css	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/mobile.responsive.min.30.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:26	3821/3821	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:27%20GMT	https://cdn.jotfor.ms/mobile.responsive.min.css	C:/My%20Web%20Sites/teacher%20reg/cdn.jotfor.ms/mobile.responsive.min.css	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:27	3288/3288	---MCZ	200	added ('OK')	text/css	etag:W/%22650c26a9-cd8%22	https://widgets.jotform.io/mobileResponsive/mobile.responsive.min.css	C:/My%20Web%20Sites/teacher%20reg/widgets.jotform.io/mobileResponsive/mobile.responsive.min.css	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:28	60/60	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:29%20GMT	https://form.jotform.com/china.jotfor.ms	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/china.jotfor.33.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:28	13985/13985	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265390fca-36a1%22	http://cdn.jotfor.ms/js/form-tester.js?rev=	C:/My%20Web%20Sites/teacher%20reg/cdn.jotfor.ms/js/form-testerbb43.js	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:29	68/68	---MCZ	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2021:45:30%20GMT	https://form.jotform.com/noImage-placeholder.svg	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/noImage-placeholder.35.delayed	(from https://cdn02.jotfor.ms/static/jotform.forms.js?3.3.46303)
03:45:30	0/-1	---M--	302	error ('')			https://form.jotform.com/POST	C:/My%20Web%20Sites/teacher%20reg/form.jotform.com/POST.36.delayed	(from https://cdn02.jotfor.ms/file-uploader/fileuploader.js?v=3.3.46303)
